representative,n,g,avoidance,certificate_avoidance,status,seconds,stdout
14362857,12,2439355,476562245,476562245,PASS,0.201511,tau=14362857 n=12 g_4=2439355 Av_12=476562245
14362875,11,84386,39832414,39832414,PASS,0.007019,tau=14362875 n=11 g_3=84386 Av_11=39832414
14362875,12,2435557,476566043,476566043,PASS,0.166094,tau=14362875 n=12 g_4=2435557 Av_12=476566043
14365782,11,84110,39832690,39832690,PASS,0.007745,tau=14365782 n=11 g_3=84110 Av_11=39832690
14365782,12,2420646,476580954,476580954,PASS,0.152115,tau=14365782 n=12 g_4=2420646 Av_12=476580954
14365827,11,84293,39832507,39832507,PASS,0.007004,tau=14365827 n=11 g_3=84293 Av_11=39832507
14365827,12,2430567,476571033,476571033,PASS,0.194161,tau=14365827 n=12 g_4=2430567 Av_12=476571033
14365872,11,84108,39832692,39832692,PASS,0.010058,tau=14365872 n=11 g_3=84108 Av_11=39832692
14365872,12,2420450,476581150,476581150,PASS,0.196838,tau=14365872 n=12 g_4=2420450 Av_12=476581150
14367258,11,84390,39832410,39832410,PASS,0.007183,tau=14367258 n=11 g_3=84390 Av_11=39832410
14367258,12,2435973,476565627,476565627,PASS,0.209043,tau=14367258 n=12 g_4=2435973 Av_12=476565627
14367285,11,84391,39832409,39832409,PASS,0.006911,tau=14367285 n=11 g_3=84391 Av_11=39832409
14367285,12,2436170,476565430,476565430,PASS,0.226331,tau=14367285 n=12 g_4=2436170 Av_12=476565430
14367528,11,84298,39832502,39832502,PASS,0.007524,tau=14367528 n=11 g_3=84298 Av_11=39832502
14367528,12,2431043,476570557,476570557,PASS,0.204661,tau=14367528 n=12 g_4=2431043 Av_12=476570557
14367582,11,84287,39832513,39832513,PASS,0.007360,tau=14367582 n=11 g_3=84287 Av_11=39832513
14367582,12,2429941,476571659,476571659,PASS,0.197244,tau=14367582 n=12 g_4=2429941 Av_12=476571659
14367825,11,84298,39832502,39832502,PASS,0.007437,tau=14367825 n=11 g_3=84298 Av_11=39832502
14367825,12,2431090,476570510,476570510,PASS,0.220363,tau=14367825 n=12 g_4=2431090 Av_12=476570510
14367852,11,84208,39832592,39832592,PASS,0.007394,tau=14367852 n=11 g_3=84208 Av_11=39832592
14367852,12,2426257,476575343,476575343,PASS,0.194403,tau=14367852 n=12 g_4=2426257 Av_12=476575343
14368257,11,84476,39832324,39832324,PASS,0.007694,tau=14368257 n=11 g_3=84476 Av_11=39832324
14368257,12,2440430,476561170,476561170,PASS,0.178391,tau=14368257 n=12 g_4=2440430 Av_12=476561170
14368275,11,84479,39832321,39832321,PASS,0.010324,tau=14368275 n=11 g_3=84479 Av_11=39832321
14368275,12,2440759,476560841,476560841,PASS,0.172896,tau=14368275 n=12 g_4=2440759 Av_12=476560841
14368527,11,84474,39832326,39832326,PASS,0.010450,tau=14368527 n=11 g_3=84474 Av_11=39832326
14368527,12,2440254,476561346,476561346,PASS,0.236952,tau=14368527 n=12 g_4=2440254 Av_12=476561346
14368572,11,84289,39832511,39832511,PASS,0.010362,tau=14368572 n=11 g_3=84289 Av_11=39832511
14368572,12,2430146,476571454,476571454,PASS,0.238082,tau=14368572 n=12 g_4=2430146 Av_12=476571454
14368725,11,84306,39832494,39832494,PASS,0.007124,tau=14368725 n=11 g_3=84306 Av_11=39832494
14368725,12,2431905,476569695,476569695,PASS,0.160839,tau=14368725 n=12 g_4=2431905 Av_12=476569695
14368752,11,84290,39832510,39832510,PASS,0.008353,tau=14368752 n=11 g_3=84290 Av_11=39832510
14368752,12,2430271,476571329,476571329,PASS,0.170749,tau=14368752 n=12 g_4=2430271 Av_12=476571329
14372586,11,84464,39832336,39832336,PASS,0.007510,tau=14372586 n=11 g_3=84464 Av_11=39832336
14372586,12,2439138,476562462,476562462,PASS,0.188409,tau=14372586 n=12 g_4=2439138 Av_12=476562462
14372658,11,84288,39832512,39832512,PASS,0.007573,tau=14372658 n=11 g_3=84288 Av_11=39832512
14372658,12,2429938,476571662,476571662,PASS,0.208251,tau=14372658 n=12 g_4=2429938 Av_12=476571662
14372685,11,84464,39832336,39832336,PASS,0.007625,tau=14372685 n=11 g_3=84464 Av_11=39832336
14372685,12,2439191,476562409,476562409,PASS,0.200203,tau=14372685 n=12 g_4=2439191 Av_12=476562409
14372856,11,84385,39832415,39832415,PASS,0.007515,tau=14372856 n=11 g_3=84385 Av_11=39832415
14372856,12,2435497,476566103,476566103,PASS,0.210514,tau=14372856 n=12 g_4=2435497 Av_12=476566103
14372865,11,84384,39832416,39832416,PASS,0.009389,tau=14372865 n=11 g_3=84384 Av_11=39832416
14372865,12,2435412,476566188,476566188,PASS,0.187568,tau=14372865 n=12 g_4=2435412 Av_12=476566188
14375286,11,84478,39832322,39832322,PASS,0.007807,tau=14375286 n=11 g_3=84478 Av_11=39832322
14375286,12,2440575,476561025,476561025,PASS,0.153210,tau=14375286 n=12 g_4=2440575 Av_12=476561025
14375628,11,84298,39832502,39832502,PASS,0.007354,tau=14375628 n=11 g_3=84298 Av_11=39832502
14375628,12,2431051,476570549,476570549,PASS,0.151319,tau=14375628 n=12 g_4=2431051 Av_12=476570549
14375682,11,84287,39832513,39832513,PASS,0.010095,tau=14375682 n=11 g_3=84287 Av_11=39832513
14375682,12,2429959,476571641,476571641,PASS,0.160108,tau=14375682 n=12 g_4=2429959 Av_12=476571641
14375826,11,84475,39832325,39832325,PASS,0.007603,tau=14375826 n=11 g_3=84475 Av_11=39832325
14375826,12,2440346,476561254,476561254,PASS,0.194602,tau=14375826 n=12 g_4=2440346 Av_12=476561254
14375862,11,84289,39832511,39832511,PASS,0.009481,tau=14375862 n=11 g_3=84289 Av_11=39832511
14375862,12,2430146,476571454,476571454,PASS,0.157116,tau=14375862 n=12 g_4=2430146 Av_12=476571454
14376258,11,84384,39832416,39832416,PASS,0.009267,tau=14376258 n=11 g_3=84384 Av_11=39832416
14376258,12,2435361,476566239,476566239,PASS,0.148429,tau=14376258 n=12 g_4=2435361 Av_12=476566239
14376285,11,84395,39832405,39832405,PASS,0.006927,tau=14376285 n=11 g_3=84395 Av_11=39832405
14376285,12,2436571,476565029,476565029,PASS,0.190837,tau=14376285 n=12 g_4=2436571 Av_12=476565029
14376528,11,84204,39832596,39832596,PASS,0.007237,tau=14376528 n=11 g_3=84204 Av_11=39832596
14376528,12,2425831,476575769,476575769,PASS,0.182622,tau=14376528 n=12 g_4=2425831 Av_12=476575769
14376582,11,84112,39832688,39832688,PASS,0.007178,tau=14376582 n=11 g_3=84112 Av_11=39832688
14376582,12,2420863,476580737,476580737,PASS,0.177675,tau=14376582 n=12 g_4=2420863 Av_12=476580737
14376825,11,84304,39832496,39832496,PASS,0.006770,tau=14376825 n=11 g_3=84304 Av_11=39832496
14376825,12,2431701,476569899,476569899,PASS,0.147903,tau=14376825 n=12 g_4=2431701 Av_12=476569899
14376852,11,84290,39832510,39832510,PASS,0.007197,tau=14376852 n=11 g_3=84290 Av_11=39832510
14376852,12,2430255,476571345,476571345,PASS,0.148787,tau=14376852 n=12 g_4=2430255 Av_12=476571345
14378256,11,84306,39832494,39832494,PASS,0.009374,tau=14378256 n=11 g_3=84306 Av_11=39832494
14378256,12,2431881,476569719,476569719,PASS,0.197546,tau=14378256 n=12 g_4=2431881 Av_12=476569719
14378265,11,84305,39832495,39832495,PASS,0.007791,tau=14378265 n=11 g_3=84305 Av_11=39832495
14378265,12,2431786,476569814,476569814,PASS,0.147877,tau=14378265 n=12 g_4=2431786 Av_12=476569814
14378526,11,84394,39832406,39832406,PASS,0.006737,tau=14378526 n=11 g_3=84394 Av_11=39832406
14378526,12,2436507,476565093,476565093,PASS,0.181226,tau=14378526 n=12 g_4=2436507 Av_12=476565093
14378562,11,84207,39832593,39832593,PASS,0.007197,tau=14378562 n=11 g_3=84207 Av_11=39832593
14378562,12,2426169,476575431,476575431,PASS,0.153152,tau=14378562 n=12 g_4=2426169 Av_12=476575431
14378625,11,84306,39832494,39832494,PASS,0.007752,tau=14378625 n=11 g_3=84306 Av_11=39832494
14378625,12,2431900,476569700,476569700,PASS,0.146804,tau=14378625 n=12 g_4=2431900 Av_12=476569700
14378652,11,84206,39832594,39832594,PASS,0.007430,tau=14378652 n=11 g_3=84206 Av_11=39832594
14378652,12,2426074,476575526,476575526,PASS,0.144997,tau=14378652 n=12 g_4=2426074 Av_12=476575526
14382567,11,84295,39832505,39832505,PASS,0.011166,tau=14382567 n=11 g_3=84295 Av_11=39832505
14382567,12,2430716,476570884,476570884,PASS,0.163723,tau=14382567 n=12 g_4=2430716 Av_12=476570884
14382576,11,84298,39832502,39832502,PASS,0.006965,tau=14382576 n=11 g_3=84298 Av_11=39832502
14382576,12,2431026,476570574,476570574,PASS,0.155877,tau=14382576 n=12 g_4=2431026 Av_12=476570574
14382657,11,84296,39832504,39832504,PASS,0.009089,tau=14382657 n=11 g_3=84296 Av_11=39832504
14382657,12,2430808,476570792,476570792,PASS,0.164267,tau=14382657 n=12 g_4=2430808 Av_12=476570792
14382675,11,84294,39832506,39832506,PASS,0.007343,tau=14382675 n=11 g_3=84294 Av_11=39832506
14382675,12,2430638,476570962,476570962,PASS,0.170021,tau=14382675 n=12 g_4=2430638 Av_12=476570962
14382756,11,84291,39832509,39832509,PASS,0.009116,tau=14382756 n=11 g_3=84291 Av_11=39832509
14382756,12,2430341,476571259,476571259,PASS,0.158006,tau=14382756 n=12 g_4=2430341 Av_12=476571259
14382765,11,84199,39832601,39832601,PASS,0.006768,tau=14382765 n=11 g_3=84199 Av_11=39832601
14382765,12,2425306,476576294,476576294,PASS,0.178992,tau=14382765 n=12 g_4=2425306 Av_12=476576294
14385267,11,84394,39832406,39832406,PASS,0.007104,tau=14385267 n=11 g_3=84394 Av_11=39832406
14385267,12,2436436,476565164,476565164,PASS,0.145164,tau=14385267 n=12 g_4=2436436 Av_12=476565164
14385276,11,84396,39832404,39832404,PASS,0.010339,tau=14385276 n=11 g_3=84396 Av_11=39832404
14385276,12,2436642,476564958,476564958,PASS,0.167637,tau=14385276 n=12 g_4=2436642 Av_12=476564958
14385627,11,84393,39832407,39832407,PASS,0.007916,tau=14385627 n=11 g_3=84393 Av_11=39832407
14385627,12,2436410,476565190,476565190,PASS,0.150319,tau=14385627 n=12 g_4=2436410 Av_12=476565190
14385672,11,84208,39832592,39832592,PASS,0.007743,tau=14385672 n=11 g_3=84208 Av_11=39832592
14385672,12,2426256,476575344,476575344,PASS,0.175547,tau=14385672 n=12 g_4=2426256 Av_12=476575344
14385726,11,84477,39832323,39832323,PASS,0.007703,tau=14385726 n=11 g_3=84477 Av_11=39832323
14385726,12,2440575,476561025,476561025,PASS,0.159039,tau=14385726 n=12 g_4=2440575 Av_12=476561025
14385762,11,84291,39832509,39832509,PASS,0.008346,tau=14385762 n=11 g_3=84291 Av_11=39832509
14385762,12,2430375,476571225,476571225,PASS,0.189938,tau=14385762 n=12 g_4=2430375 Av_12=476571225
14386257,11,84480,39832320,39832320,PASS,0.010275,tau=14386257 n=11 g_3=84480 Av_11=39832320
14386257,12,2440837,476560763,476560763,PASS,0.161630,tau=14386257 n=12 g_4=2440837 Av_12=476560763
14386275,11,84476,39832324,39832324,PASS,0.010508,tau=14386275 n=11 g_3=84476 Av_11=39832324
14386275,12,2440451,476561149,476561149,PASS,0.178022,tau=14386275 n=12 g_4=2440451 Av_12=476561149
14386527,11,84393,39832407,39832407,PASS,0.007557,tau=14386527 n=11 g_3=84393 Av_11=39832407
14386527,12,2436378,476565222,476565222,PASS,0.152811,tau=14386527 n=12 g_4=2436378 Av_12=476565222
14386572,11,84291,39832509,39832509,PASS,0.007391,tau=14386572 n=11 g_3=84291 Av_11=39832509
14386572,12,2430382,476571218,476571218,PASS,0.153008,tau=14386572 n=12 g_4=2430382 Av_12=476571218
14386725,11,84306,39832494,39832494,PASS,0.006573,tau=14386725 n=11 g_3=84306 Av_11=39832494
14386725,12,2431892,476569708,476569708,PASS,0.151417,tau=14386725 n=12 g_4=2431892 Av_12=476569708
14386752,11,84204,39832596,39832596,PASS,0.007175,tau=14386752 n=11 g_3=84204 Av_11=39832596
14386752,12,2425866,476575734,476575734,PASS,0.149561,tau=14386752 n=12 g_4=2425866 Av_12=476575734
14387256,11,84308,39832492,39832492,PASS,0.007208,tau=14387256 n=11 g_3=84308 Av_11=39832492
14387256,12,2432084,476569516,476569516,PASS,0.148973,tau=14387256 n=12 g_4=2432084 Av_12=476569516
14387265,11,84301,39832499,39832499,PASS,0.007173,tau=14387265 n=11 g_3=84301 Av_11=39832499
14387265,12,2431357,476570243,476570243,PASS,0.163587,tau=14387265 n=12 g_4=2431357 Av_12=476570243
14387526,11,84390,39832410,39832410,PASS,0.006519,tau=14387526 n=11 g_3=84390 Av_11=39832410
14387526,12,2436081,476565519,476565519,PASS,0.148315,tau=14387526 n=12 g_4=2436081 Av_12=476565519
14387562,11,84206,39832594,39832594,PASS,0.007416,tau=14387562 n=11 g_3=84206 Av_11=39832594
14387562,12,2426071,476575529,476575529,PASS,0.154101,tau=14387562 n=12 g_4=2426071 Av_12=476575529
14387625,11,84298,39832502,39832502,PASS,0.007141,tau=14387625 n=11 g_3=84298 Av_11=39832502
14387625,12,2431072,476570528,476570528,PASS,0.144092,tau=14387625 n=12 g_4=2431072 Av_12=476570528
14387652,11,84111,39832689,39832689,PASS,0.007654,tau=14387652 n=11 g_3=84111 Av_11=39832689
14387652,12,2420745,476580855,476580855,PASS,0.162424,tau=14387652 n=12 g_4=2420745 Av_12=476580855
14523786,11,84115,39832685,39832685,PASS,0.006648,tau=14523786 n=11 g_3=84115 Av_11=39832685
14523786,12,2421143,476580457,476580457,PASS,0.184757,tau=14523786 n=12 g_4=2421143 Av_12=476580457
14526783,11,84300,39832500,39832500,PASS,0.007479,tau=14526783 n=11 g_3=84300 Av_11=39832500
14526783,12,2431253,476570347,476570347,PASS,0.163340,tau=14526783 n=12 g_4=2431253 Av_12=476570347
14526837,11,84481,39832319,39832319,PASS,0.007106,tau=14526837 n=11 g_3=84481 Av_11=39832319
14526837,12,2440895,476560705,476560705,PASS,0.179262,tau=14526837 n=12 g_4=2440895 Av_12=476560705
14526873,11,84306,39832494,39832494,PASS,0.007456,tau=14526873 n=11 g_3=84306 Av_11=39832494
14526873,12,2431868,476569732,476569732,PASS,0.160062,tau=14526873 n=12 g_4=2431868 Av_12=476569732
14527386,11,84472,39832328,39832328,PASS,0.007020,tau=14527386 n=11 g_3=84472 Av_11=39832328
14527386,12,2440046,476561554,476561554,PASS,0.164505,tau=14527386 n=12 g_4=2440046 Av_12=476561554
14527683,11,84306,39832494,39832494,PASS,0.010213,tau=14527683 n=11 g_3=84306 Av_11=39832494
14527683,12,2431874,476569726,476569726,PASS,0.152865,tau=14527683 n=12 g_4=2431874 Av_12=476569726
14527836,11,84400,39832400,39832400,PASS,0.007453,tau=14527836 n=11 g_3=84400 Av_11=39832400
14527836,12,2437044,476564556,476564556,PASS,0.155873,tau=14527836 n=12 g_4=2437044 Av_12=476564556
14527863,11,84309,39832491,39832491,PASS,0.007519,tau=14527863 n=11 g_3=84309 Av_11=39832491
14527863,12,2432191,476569409,476569409,PASS,0.185264,tau=14527863 n=12 g_4=2432191 Av_12=476569409
14528367,11,84394,39832406,39832406,PASS,0.011508,tau=14528367 n=11 g_3=84394 Av_11=39832406
14528367,12,2436416,476565184,476565184,PASS,0.219416,tau=14528367 n=12 g_4=2436416 Av_12=476565184
14528376,11,84390,39832410,39832410,PASS,0.009935,tau=14528376 n=11 g_3=84390 Av_11=39832410
14528376,12,2435992,476565608,476565608,PASS,0.171784,tau=14528376 n=12 g_4=2435992 Av_12=476565608
14528637,11,84484,39832316,39832316,PASS,0.010428,tau=14528637 n=11 g_3=84484 Av_11=39832316
14528637,12,2441244,476560356,476560356,PASS,0.210450,tau=14528637 n=12 g_4=2441244 Av_12=476560356
14528673,11,84309,39832491,39832491,PASS,0.007388,tau=14528673 n=11 g_3=84309 Av_11=39832491
14528673,12,2432199,476569401,476569401,PASS,0.167358,tau=14528673 n=12 g_4=2432199 Av_12=476569401
14528736,11,84401,39832399,39832399,PASS,0.007377,tau=14528736 n=11 g_3=84401 Av_11=39832399
14528736,12,2437155,476564445,476564445,PASS,0.161745,tau=14528736 n=12 g_4=2437155 Av_12=476564445
14528763,11,84300,39832500,39832500,PASS,0.007749,tau=14528763 n=11 g_3=84300 Av_11=39832500
14528763,12,2431249,476570351,476570351,PASS,0.152633,tau=14528763 n=12 g_4=2431249 Av_12=476570351
14532786,11,84114,39832686,39832686,PASS,0.007305,tau=14532786 n=11 g_3=84114 Av_11=39832686
14532786,12,2421040,476580560,476580560,PASS,0.152473,tau=14532786 n=12 g_4=2421040 Av_12=476580560
14536782,11,84203,39832597,39832597,PASS,0.011136,tau=14536782 n=11 g_3=84203 Av_11=39832597
14536782,12,2425750,476575850,476575850,PASS,0.179600,tau=14536782 n=12 g_4=2425750 Av_12=476575850
14536827,11,84384,39832416,39832416,PASS,0.008599,tau=14536827 n=11 g_3=84384 Av_11=39832416
14536827,12,2435518,476566082,476566082,PASS,0.158086,tau=14536827 n=12 g_4=2435518 Av_12=476566082
14536872,11,84206,39832594,39832594,PASS,0.010115,tau=14536872 n=11 g_3=84206 Av_11=39832594
14536872,12,2426090,476575510,476575510,PASS,0.155659,tau=14536872 n=12 g_4=2426090 Av_12=476575510
14537286,11,84392,39832408,39832408,PASS,0.010267,tau=14537286 n=11 g_3=84392 Av_11=39832408
14537286,12,2436246,476565354,476565354,PASS,0.170540,tau=14537286 n=12 g_4=2436246 Av_12=476565354
14537682,11,84206,39832594,39832594,PASS,0.007386,tau=14537682 n=11 g_3=84206 Av_11=39832594
14537682,12,2426066,476575534,476575534,PASS,0.173630,tau=14537682 n=12 g_4=2426066 Av_12=476575534
14537826,11,84310,39832490,39832490,PASS,0.006795,tau=14537826 n=11 g_3=84310 Av_11=39832490
14537826,12,2432317,476569283,476569283,PASS,0.151552,tau=14537826 n=12 g_4=2432317 Av_12=476569283
14537862,11,84218,39832582,39832582,PASS,0.010715,tau=14537862 n=11 g_3=84218 Av_11=39832582
14537862,12,2427265,476574335,476574335,PASS,0.168696,tau=14537862 n=12 g_4=2427265 Av_12=476574335
14538267,11,84307,39832493,39832493,PASS,0.007775,tau=14538267 n=11 g_3=84307 Av_11=39832493
14538267,12,2431964,476569636,476569636,PASS,0.154470,tau=14538267 n=12 g_4=2431964 Av_12=476569636
14538276,11,84297,39832503,39832503,PASS,0.008180,tau=14538276 n=11 g_3=84297 Av_11=39832503
14538276,12,2430944,476570656,476570656,PASS,0.182736,tau=14538276 n=12 g_4=2430944 Av_12=476570656
14538627,11,84396,39832404,39832404,PASS,0.007281,tau=14538627 n=11 g_3=84396 Av_11=39832404
14538627,12,2436696,476564904,476564904,PASS,0.162897,tau=14538627 n=12 g_4=2436696 Av_12=476564904
14538672,11,84218,39832582,39832582,PASS,0.008622,tau=14538672 n=11 g_3=84218 Av_11=39832582
14538672,12,2427270,476574330,476574330,PASS,0.161797,tau=14538672 n=12 g_4=2427270 Av_12=476574330
14538726,11,84310,39832490,39832490,PASS,0.007394,tau=14538726 n=11 g_3=84310 Av_11=39832490
14538726,12,2432291,476569309,476569309,PASS,0.185828,tau=14538726 n=12 g_4=2432291 Av_12=476569309
14538762,11,84205,39832595,39832595,PASS,0.007095,tau=14538762 n=11 g_3=84205 Av_11=39832595
14538762,12,2425995,476575605,476575605,PASS,0.193239,tau=14538762 n=12 g_4=2425995 Av_12=476575605
14562783,11,84296,39832504,39832504,PASS,0.006741,tau=14562783 n=11 g_3=84296 Av_11=39832504
14562783,12,2430923,476570677,476570677,PASS,0.196470,tau=14562783 n=12 g_4=2430923 Av_12=476570677
14562837,11,84384,39832416,39832416,PASS,0.010481,tau=14562837 n=11 g_3=84384 Av_11=39832416
14562837,12,2435505,476566095,476566095,PASS,0.184711,tau=14562837 n=12 g_4=2435505 Av_12=476566095
14562873,11,84301,39832499,39832499,PASS,0.007376,tau=14562873 n=11 g_3=84301 Av_11=39832499
14562873,12,2431418,476570182,476570182,PASS,0.212010,tau=14562873 n=12 g_4=2431418 Av_12=476570182
14563782,11,84210,39832590,39832590,PASS,0.007059,tau=14563782 n=11 g_3=84210 Av_11=39832590
14563782,12,2426461,476575139,476575139,PASS,0.157670,tau=14563782 n=12 g_4=2426461 Av_12=476575139
14563827,11,84300,39832500,39832500,PASS,0.007767,tau=14563827 n=11 g_3=84300 Av_11=39832500
14563827,12,2431293,476570307,476570307,PASS,0.182760,tau=14563827 n=12 g_4=2431293 Av_12=476570307
14563872,11,84212,39832588,39832588,PASS,0.007589,tau=14563872 n=11 g_3=84212 Av_11=39832588
14563872,12,2426686,476574914,476574914,PASS,0.149403,tau=14563872 n=12 g_4=2426686 Av_12=476574914
14567238,11,84113,39832687,39832687,PASS,0.007172,tau=14567238 n=11 g_3=84113 Av_11=39832687
14567238,12,2420973,476580627,476580627,PASS,0.158401,tau=14567238 n=12 g_4=2420973 Av_12=476580627
14567283,11,84201,39832599,39832599,PASS,0.007111,tau=14567283 n=11 g_3=84201 Av_11=39832599
14567283,12,2425578,476576022,476576022,PASS,0.148851,tau=14567283 n=12 g_4=2425578 Av_12=476576022
14567328,11,84113,39832687,39832687,PASS,0.006733,tau=14567328 n=11 g_3=84113 Av_11=39832687
14567328,12,2420973,476580627,476580627,PASS,0.145967,tau=14567328 n=12 g_4=2420973 Av_12=476580627
14567382,11,84200,39832600,39832600,PASS,0.007073,tau=14567382 n=11 g_3=84200 Av_11=39832600
14567382,12,2425474,476576126,476576126,PASS,0.176079,tau=14567382 n=12 g_4=2425474 Av_12=476576126
14567823,11,84018,39832782,39832782,PASS,0.007272,tau=14567823 n=11 g_3=84018 Av_11=39832782
14567823,12,2415632,476585968,476585968,PASS,0.185829,tau=14567823 n=12 g_4=2415632 Av_12=476585968
14567832,11,84018,39832782,39832782,PASS,0.007435,tau=14567832 n=11 g_3=84018 Av_11=39832782
